idAn,url,idUser,city,prenom
2946953,https://www.voscours.fr/prof-particulier-saint-etienne/soutien-scolaire-primaire-saint-etienne-2946953,3483010,Saint-Étienne,Inès
2947014,https://www.voscours.fr/prof-particulier-morlaix/professeur-college-lycee-morlaix-2947014,3483081,Morlaix,Wathelet Laetitia
2947050,https://www.voscours.fr/online/francais/professeur-francais-natif-en-ligne-2947050,3450237,,Cyril
2947118,https://www.voscours.fr/prof-particulier-la-tour-daigues/formatricecoordinatrice-tour-aigues-2947118,3483204,,Catherine
2947131,https://www.voscours.fr/prof-particulier-versailleux/cours-anglais-a-domicile-visio-versailleux-2947131,3483213,,Sylvain
2947147,https://www.voscours.fr/prof-particulier-enveitg/professeur-titule-espagnol-anglais-educatrice-psychologue-2947147,572535,,Sandra
2947150,https://www.voscours.fr/prof-particulier-nantes/etudiant-licence-economie-gestion-nantes-2947150,3483231,Nantes,Alaa
2947152,https://www.voscours.fr/prof-particulier-enveitg/professeur-anglais-espagnol-educatrice-psychologue-2947152,572535,,Sandra
2947264,https://www.voscours.fr/prof-particulier-obernai/photographe-freelance-reportages-evenements-photographie-rue-portrait-paysage-2947264,3483339,Eckbolsheim,Lafargue
2947291,https://www.voscours.fr/prof-particulier-orsay/bonjour-suis-etudiante-normalienne-a-ens-paris-saclay-departement-chimie-apres-avoir-fait-ans-classes-preparatoires-propose-donner-seances-s-2947291,3483371,Bures-sur-Yvette,Alexia
2947420,https://www.voscours.fr/online/mathematiques/cours-particuliers-soutien-scolaire-aide-aux-devoirs-2947420,3483509,,Naïla
2947439,https://www.voscours.fr/cours-anglais/le-coudray/professeur-anglais-donne-cours-particuliers-a-tout-niveaux-donne-aussi-cours-arabe-coudray-2947439,3483507,,Roumaissaa
2947467,https://www.voscours.fr/prof-particulier-la-rochelle/cours-divers-jusqu-niveau-terminale-2947467,3483561,La Rochelle,Nicolain
2947478,https://www.voscours.fr/prof-particulier-noisy-le-sec/professeur-francais-niveau-college-noisy-sec-2947478,3483570,,Clara
2947479,https://www.voscours.fr/prof-particulier-xertigny/assistante-polyvalente-comptable-administratif-2947479,3483572,,Chardel
2947719,https://www.voscours.fr/prof-particulier-thiviers/cour-informatique-generale-avance-thiviers-2947719,2810059,,Mathias
2947816,https://www.voscours.fr/prof-particulier-nantes/etudiant-ingenieurie-mathematiques-a-ecole-centrale-nantes-2947816,3484091,,Saâd
2947958,https://www.voscours.fr/prof-particulier-rennes/etudiant-ingenieur-3eme-annee-genie-environnement-a-unilasalle-rennes-2947958,3484378,Rennes,Matthieu
2947959,https://www.voscours.fr/prof-particulier-la-garde-var/cours-mathematiques-physique-chimie-niveau-collegelycee-2947959,3260297,La Valette-du-Var,Valentin
2947996,https://www.voscours.fr/prof-particulier-nantes/cours-anglais-primaire-a-5eme-nantes-2947996,3484449,Nantes,Miléna
2948008,https://www.voscours.fr/prof-particulier-nogent-sur-marne/anglais-primaires-nogent-marne-2948008,3484479,Fontenay-sous-Bois,Coura
2948095,https://www.voscours.fr/online/mathematiques/bonjour-mon-numero-telephone-est-suivant-precise-que-mes-cours-sont-disposes-a-distance-presentiel-que-premiere-seance-est-seance-bilan-elle-2948095,3484636,Rennes,A.N
